Aarhus,AAR,Tirstrup
Sanliurfa,SFQ,Sanliurfa
Santa Ana,SBL,Yacuma
Santa Ana,JOC,Centerport Heliport
Santa Ana,DNT,Downtown Heliport
Santa Ana,SNA,John Wayne
Santa Ana,SQB,Santa Ana
Santa Ana,NNB,Santa Ana
Santa Barbara,SBA,Municipal
Santa Barbara,SZN,Santa Cruz Island
Santa Clara,SNU,Santa Clara
Santa Cruz,SRZ,El Trompillo
Santa Cruz,STU,Santa Cruz
Santa Cruz,SRU,Skypark
Santa Cruz,SZC,Guanacaste
Santa Cruz,SNZ,Santa Cruz
Santa Cruz,RZA,Santa Cruz
Santa Elena,SNV,Santa Elena
Santa Fe,SAF,Santa Fe
Santa Fe,ZSH,Bus Station
Santa Fe,SFW,Santa Fe
Santa Fe,SFN,Santa Fe
Santa Maria,SMX,Public
Santa Maria,SMC,Santa Maria
Santa Maria,SMG,Santa Maria
Santa Maria,SMA,Vila Do Porto
Santa Maria,RIA,Base Aerea
Santa Marta,SMR,Simon Bolivar
Santa Monica,SMO,Santa Monica
Santa Paula,SZP,Santa Paula
Santa Rosa,SRB,Santa Rosa
Santa Rosa,STS,Sonoma County
Santa Rosa,RSA,Santa Rosa
Santa Rosa,SRA,Santa Rosa
Santa Rosalia,SSL,Santa Rosalia
Santa Rosalia,SRL,Santa Rosalia
Oakland,CTQ,Oakland
Santander,SDR,Santander
Santarem,STM,Eduardo Gomes
Santiago,SCL,Arturo Merino Benitez
Santiago,ULC,Los Cerrillos
Santiago,SCU,Antonio Maceo
Santiago,STI,Municipal
Santiago,SYP,Santiago
Santo Angelo,GEL,Sepe Tiaraju
Santos,SSZ,Santos
Sanya,SYX,Sanya
Sao Gabriel,SJL,Da Cachoeira
Salvador,SLZ,Mal. Cunha Machado
Sao Mateus,SBJ,Sao Mateus
Sao Paulo,CGH,Congonhas
Sao Paulo,GRU,Guarulhos Intl
Sao Paulo,VCP,Viracopos
Sapporo,CTS,Chitose
Sapporo,OKD,Okadama
Saranac Lake,SLK,Adirondack
Saransk,SKX,Saransk
Sarasota,SRQ,Sarasota-Bradenton International Airport
Saratoga,SAA,Shively Field
Saratov,RTW,Saratov
Sargodha,BHW,Bhagatanwala Apt
Sargodha,SGI,Sargodha Apt
Sarh,SRH,Sarh
Sarnia,YZR,Sarnia
Saskatoon,YXE,J.G. Diefenbaker International Airport
Satu Mare,SUJ,Satu Mare
Saudarkrokur,SAK,Saudarkrokur
Saurimo,VHC,Saurimo
Sausalito,JMC,Marin County
Savannah,SVN,Hunter AAF
Savannah,SAV,Savannah/Hilton Head
Savannakhet,ZVK,Savannakhet
Savonlinna,SVL,Savonlinna
Schaumburg,JMH,Marriott Heliport
Schefferville,YKL,Schefferville
Schenectady,SCH,County
Schenectady,ZTD,Schenectady Rail
Schwerin,SZW,Parchim Airport
Scone,NSO,Scone
Scottsbluff,BFF,Scotts Bluff County
Scranton,SCR,Municipal
Searcy,SRC,Searcy
Seattle,BFI,Boeing Fld Intl
Seattle,LKE,Lake Union SPB
Seattle,SEA,Seattle/tacoma International
Sebba,XSE,Sebba
Sebring,SEF,Air Terminal
Sedalia,DMO,Sedalia
Sedona,SDX,Sedona
Segou,SZU,Segou
Seinajoki,SJY,Ilmajoki
Selibaby,SEY,Selibaby
Selinsgrove,SEG,Penn Valley
Selma,SEM,Craig AFB
Selma,SES,Selfield
Semarang,SRG,Achmad Yani
Semera,SZE,Semera Airport
Sena Madureira,ZMD,Sena Madureira
Senanga,SXG,Senanga
Sendai,SDJ,Sendai
Seoul,ICN,Seoul (Incheon)
Sept-Iles,YZV,Sept-Iles
Sequim,SQV,Sequim Valley Arpt
Sesheke,SJQ,Sesheke
Setif,QSF,Setif
Seward,SWD,Seward
Seymour,SER,Freeman Municipal
Sfax,SFA,Sfax El Maou
Shafter,MIT,Kern County
Shamattawa,ZTM,Shamattawa
Shanghai,SHA,Hongqiao
Shanghai,PVG,Pu Dong
Shannon,SNN,Shannon
Shantou,SWA,Shantou
Shaoguan,HSC,Shaoguan
Shashi,SHS,Shashi
Shawnee,SNL,Municipal
Sheboygan,SBM,Memorial
Sheffield,MSL,Sheffield
Sheffield,SZD,Sheffield City Airport
Shelby,SBX,Shelby
Shelbyville,SYI,Bomar Field
Shelton,SHN,Sanderson Field
Shenzhen,SZX,Shenzhen
Shepparton,SHT,Shepparton
Sherbrooke,YSC,Sherbrooke
Sheridan,SHR,Sheridan
Shillong,SHL,Shillong
Shinyanga,SHY,Shinyanga
Shiraz,SYZ,Shiraz
Sholapur,SSE,Sholapur
Shreveport,BAD,Barksdale AFB
Shreveport,DTN,Downtown
Shreveport,SHV,Regional
Siauliai,SQQ,Siauliai
Sibiu,SBZ,Sibiu
Sibu,SBW,Sibu
Sidney,SDY,Richland Municipal
Sidney,SNY,Sidney
Sidney,SXY,Sidney
Siem Reap,REP,Siem Reap
Siena,SAY,Siena
Sierra Vista,FHU,Municipal
Tokat,NSY,Sigonella NAF
Siguiri,GII,Siguiri
Sihanoukville,KOS,Sihanoukville
Siirt,SXZ,Siirt
Sikasso,KSS,Sikasso
Sikeston,SIK,Memorial
Silchar,IXS,Kumbhirgram
Silistra,SLS,Silistra
Siloam Springs,SLG,Smith Field
Silver City,SVC,Grant County
Simao,SYM,Simao
Simla,SLV,Simla
Singapore,SIN,Changi
Singapore,QPG,Paya Lebar
Singapore,XSP,Seletar
Singleton,SIX,Singleton
Sinop,OPS,Sinop
Sinop,SQD,Sinop
Sinop,SIC,Sinop Airport
Sion,SIR,Sion
Sioux City,SUX,Sioux Gateway
Sioux Falls,FSD,Regional(Jo Foss Fld)
Sioux Lookout,YXL,Sioux Lookout
Sirjan,SYJ,Sirjan
Sitia,JSH,Sitia
Sitka,SIT,Sitka
Sittwe,AKY,Civil
Sivas,VAS,Sivas
Siwa,SEW,Siwa
Skelleftea,SFT,Skelleftea
Skikda,SKI,Skikda
Sligo,ZSL,Bus Station
Sligo,SXL,Collooney
Smithers,YYD,Smithers
Smithfield,SFZ,North Central
Smithton,SIO,Smithton
Smolensk,LNX,Smolensk
Smyrna,MQY,Smyrna
Snyder,SNK,Winston Field
Soc Trang,SOA,Soc Trang
Socorro,ONM,Socorro
Sodankyla,SOT,Sodankyla
Sofia,SOF,Sofia
Sogamoso,SOX,Alberto Lleras Camargo
Sokcho,SHO,Seolak
Sokoto,SKO,Sokoto
Soldotna,SXQ,Soldotna
Solwezi,SLI,Solwezi
Somerset,SME,Pulaski County
Songea,SGX,Songea
Songkhla,SGZ,Songkhla
Sorocaba,SOD,Sorocaba
Sorong,SOQ,Jefman
Soroti,SRT,Soroti
Naples,RRO,Sorrento
South Bend,SBN,South Bend Regional
South Lake Tahoe,TVL,South Lake Tahoe
Southampton,SOU,Eastleigh
Southern Cross,SQC,Southern Cross
Southern Pines,SOP,Pinehurst-S. Pines
Southport,SHQ,Southport
Soyo,SZA,Soyo
Athens,SPJ,Eleftherios Venizelos
Sparta,SAR,Sparta Community
Sparta,CMY,Camp Mccoy AAF
Spartanburg,SPA,Downtown Memorial
Spearfish,SPF,Black Hills
Spencer,SPW,Municipal
Spirit Lake,RTL,Spirit Lake
Split,SPU,Split
Spokane,SKA,Fairchild AFB
Spokane,SFF,Felts Field
Spokane,GEG,International
Springbok,SBU,Springbok
Springdale,SPZ,Springdale Muni
Springfield,SPI,Capital
Springfield,ZSF,Springfield MA RR
Springfield,CEF,Westover Metro Arpt
Springfield,SGF,Springfield-Branson Rg
Springfield,SGH,Springfield
Springfield,VSF,State
Srinagar,SXR,Srinagar
Stanton,SYN,Carleton
Stara Zagora,SZR,Stara Zagora
State College,SCE,University Park
Statesboro,TBR,Municipal
Statesville,SVH,Municipal
Staunton,SHD,Shenandoah Valley
Stavropol,STW,Stavropol
Stawell,SWC,Stawell
Stephenville,YJT,Stephenville
Stephenville,SEP,Clark Field
Sterling,STK,Crosson Field
Stevens Point,STE,Stevens Point
Stillwater,SWO,Searcy Fld
Stockholm,SMP,Stockholm
Stockholm,ARN,Arlanda
Stockholm,BMA,Bromma
Stockholm,NYO,Skavsta
Stockholm,VST,Vasteras/Hasslo
Stony Rapids,YSF,Stony Rapids
Storm Lake,SLB,Municipal
Stornoway,SYY,Stornoway
Stow,MMN,Minute Man Airfield
Strasbourg,SXB,Entzheim
Stratford,JSD,Sikorsky Heliport
Streaky Bay,KBY,Streaky Bay
Stuart,SUA,Witham Field
Sturgeon Bay,SUE,Door County
Sturgis,IRS,Kirsch Municipal
Stuttgart,SGT,Stuttgart
Stuttgart,STR,Echterdingen
Suceava,SCV,Salcea
Sucre,SRE,Sucre
Sudbury,YSB,Sudbury
Sudbury,XDY,Sudbury Jct Rail Stn
Sugar Land,SGR,Sugar Land Municipal
Sukhothai,THS,Sukhothai
Sukhumi,SUI,Babusheri
Sukkur,SKZ,Sukkur
Sullivan,SIV,County
Sulphur Springs,SLR,Sulphur Springs
Sumbawanga,SUT,Sumbawanga
Sumbe,NDD,Sumbe
Sumenep,SUP,Trunojoyo
Summit,UMM,Summit
Sumter,SUM,Municipal
Sumter,SSC,Shaw AFB
Sumy,UMY,Sumy
Sundsvall,SDL,Sundsvall/Harnosand
Sunyani,NYI,Sunyani
Superior,SUW,Richard I Bong Arpt
Sur,SUH,Sur
Surabaya,SUB,Juanda
Surat,STV,Surat
Surat Thani,URT,Surat Thani
Surgut,SGC,Surgut
Surigao,SUG,Surigao
Surin,PXR,Surin
Susanville,SVE,Susanville
Suwon,SWU,Suwon
Suzhou,SZV,Suzhou
Svay Rieng,SVR,Svay Rieng
Swakopmund,SWP,Swakopmund
Swakopmund,ZSZ,Railway Station
Swan Hill,SWH,Swan Hill
Swansea,SWS,Fairwood Comm
Sweetwater,SWW,Sweetwater
Swift Current,YYN,Swift Current
Swindon,SWI,Swindon
Swindon,XWS,Railway Station
Sydney,RSE,Sydney Water Airport (Rose Bay)
Sydney,SYD,Kingsford Smith
Sydney,LBH,Palm Beach SPB
Sydney,SWZ,Sydney West
Sydney,YQY,Sydney
Syktyvkar,SCW,Syktyvkar
Sylhet,ZYL,Osmani International
Sylvester,SYV,Sylvester
Syracuse,SYR,Syracuse Hancock International Airport
Syracuse,ZYQ,Syracuse NY Rail
Szczecin,SZZ,Goleniow
Tabora,TBO,Tabora
Tabriz,TBZ,Tabriz
Tabuk,TUU,Tabuk
Tacheng,TCG,Tacheng
Tacloban,TAC,D.Z. Romualdez
Tacna,TCQ,Tacna
Tacoma,GRF,Gray AAF
Tacoma,TIW,Industrial
Tacoma,TCM,Mc Chord AFB
Tacuarembo,TAW,Tacuarembo
Tadjoura,TDJ,Tadjoura
Tahoua,THZ,Tahoua
Taichung,TXG,Taichung
Taichung,RMQ,ChingChuanKang
Tainan,TNN,Tainan
Taipei,TPE,Chiang Kai Shek
Taipei,TSA,Sung Shan
Taiping,TPG,Taiping
Taitung,TTT,Taitung
Taiyuan,TYN,Taiyuan
Tak,TKT,Tak
Takamatsu,TAK,Takamatsu
Talara,TYL,Talara
Talca,TLX,Talca
Talladega,ASN,Talladega
Tallahassee,TLH,Tallahassee Regional Airport
Tallinn,QUF,Pirita Harbour
Tallinn,TLL,Ulemiste
Taloyoak,YYH,Taloyoak
Taltal,TTC,Taltal
Tamale,TML,Tamale
Tamanrasset,TMR,Aguemar
Tambacounda,TUD,Tambacounda
Tambov,TBW,Tambov
Tame,TME,Tame
Tampa,TPA,Tampa International
Tampa,MCF,Mac Dill AFB
Tampa,KYO,Topp Of Tampa
Tampere,TMP,Tampere-Pirkkala
Tampico,TAM,Gen F Javier Mina
Tamuin,TSL,Tamuin
Tamworth,TMW,Tamworth
Tan Tan,TTA,Tan Tan
Tandag,TDG,Tandag
Tandil,TDL,Tandil
Tanga,TGT,Tanga
Tangier,TNG,Boukhalef
Tanjung Selor,TJS,Tanjung Selor
Taos,TSM,Taos
Tapachula,TAP,Tapachula International
Tara,XTR,Tara
Tarakan,TRK,Tarakan
Taranto,TAR,M. A. Grottag
Tarapoto,TPP,Tarapoto
Taree,TRO,Taree
Targovishte,TGV,Targovishte
Tarija,TJA,Tarija
Tartagal,TTG,Tartagal
Tartu,TAY,Tartu
Tashkent,TAS,Vostochny
Tasikmalaya,TSY,Tasikmalaya
Tawau,TWU,Tawau
Taylor,TWE,Taylor
Taylor,TYZ,Taylor
Tbilisi,TBS,Novo Alexeyevka
Tchibanga,TCH,Tchibanga
Tefe,TFF,Tefe
Tegucigalpa,TGU,Toncontin
Tehachapi,TSP,Kern County
Tehran,THR,Mehrabad
Tehuacan,TCN,Tehuacan
Tekirdag,TEQ,Corlu
Telemaco Borba,TEC,Telemaco Borba
Temple,TPL,Draughon-Miller
Temuco,ZCO,Maquehue
Tenkodogo,TEG,Tenkodogo
Teofilo Otoni,TFL,Teofilo Otoni
Tepic,TPQ,Tepic
Teresina,THE,Teresina
Ternate,TTE,Babullah
Terrace,YXT,Terrace
Terre Haute,HUF,Hulman Field
Terrell,TRL,Terrell Field
Tessenei,TES,Tessenei
Tete,TCV,Tete
Tete,TET,Matunda
Texarkana,TXK,Municipal
Tezpur,TEZ,Salonibari
Thaba-Tseka,THB,Thaba-Tseka
Thakhek,THK,Thakhek
Thanjavur,TJV,Thanjavur
Thargomindah,XTG,Thargomindah
The Dalles,DLS,The Dalles
The Hague,ZYH,Holland Spoor Rail Stn
The Pas,YQD,The Pas
Theodore,TDR,Theodore
Thessaloniki,SKG,Thessaloniki International Airport 'Makedonia'
Thohoyandou,THY,Thohoyandou
Thomasville,TVI,Municipal
Thompson,YTH,Thompson
Thousand Oaks,JTO,Heliport
Three Rivers,HAI,Dr Haines
Thunder Bay,YQT,Thunder Bay
Tianjin,TSN,Tianjin
Tianjin,XTA,Econ/Tech Dev. Area
Tianjin,XTF,Port Free Trade Zone
Tifton,TMA,Henry Tift Myers
Tijuana,TIJ,Rodriguez
Tikrit,XTV,Tikrit
Tiksi,IKS,Tiksi
Timbedra,TMD,Timbedra
Timimoun,TMX,Timimoun
Timisoara,TSR,Timisoara (Traian Vuia) International
Timmins,YTS,Timmins
Tindouf,TIN,Tindouf
Tingo Maria,TGI,Tingo Maria
Tirana,TIA,Rinas
Tirgu Mures,TGM,Tirgu Mures
Tirupati,TIR,Tirupati
Titusville,TIX,Space Center Exect.
Tivat,TIV,Tivat
Tizimin,TZM,Tizimin
Tobolsk,TOX,Tobolsk
Toccoa,TOC,Toccoa
Tocopilla,TOQ,Barriles
Tofino,YTP,Seaplane Base
Tofino,YAZ,Tofino Airport
Tokat,TJK,Tokat
Tokushima,TKS,Tokushima
Tokyo,HND,Haneda
Tokyo,NRT,Narita
Tokyo,OKO,Yokota AFB
Toledo,TDZ,Toledo
Toledo,TOL,Express
Toledo,TOW,Toledo
Toledo,TDO,Winlock
Tolu,TLU,Tolu
Toluca,TLC,Toluca
Tom Price,TPR,Tom Price
Tomsk,TOF,Tomsk
Tonghua,TNH,Tonghua Liuhe
Tongliao,TGO,Tongliao
Tongren,TEN,Tongren
Toowoomba,TWB,Toowoomba
Topeka,FOE,Forbes AFB
Topeka,TOP,Philip Billard
Toronto,YKZ,Buttonville Municipal
Toronto,YYZ,Toronto/Lester B. Pearson International
Toronto,YTZ,Toronto Island
Tororo,TRY,Tororo
Torrance,TOA,Torrance
Torreon,TRC,Torreon
Torrington,TOR,Municipal
Totness,TOT,Coronie
Tottori,TTJ,Tottori
Tougan,TUQ,Tougan
Touggourt,TGR,Touggourt
Toulon,TLN,Hyeres
Toulon,XZV,TGV Station
Toulouse,TLS,Blagnac
Toulouse,XYT,Montaudran
Tours,TUF,St Symphorien
Townsville,TSV,Townsville International
Toyama,TOY,Toyama
Tozeur,TOE,Tozeur
Trabzon,TZX,Trabzon
Trang,TST,Trang
Traralgon,TGN,La Trobe Regional
Trat,TDX,Trat
Traverse City,TVC,Traverse City
Trelew,REL,Trelew
Tremonton,TRT,Tremonton
Trenton,TRX,Memorial
Trenton,YTR,Trenton
Tres Arroyos,OYO,Tres Arroyos
Trieste,TRS,Ronchi Dei Legionari
Trincomalee,TRR,China Bay
Trinidad,TDD,Trinidad
Trinidad,TDA,Trinidad
Trinidad,TAD,Las Animas
Trinidad,TND,Trinidad
Trinidad,POS,Trinidad
Tripoli,KYE,Kleyate
Tripoli,TIP,International
Trollhattan,THN,Trollhattan
Troutdale,TTD,Troutdale
Troy,TOI,Municipal
Truckee,TKF,Truckee
Trujillo,TJI,Capiro
Trujillo,TRU,Trujillo
Tsetserleg,TSZ,Tsetserleg
Tsumeb,TSB,Tsumeb
Tucson,AVW,Avra Valley
Tucson,DMA,Davis Monthan AFB
Tucson,TUS,International
Tucuman,TUC,Benj Matienzo
Tucupita,TUV,Tucupita
Tucurui,TUR,Tucurui
Tuguegarao,TUG,Tuguegarao
Tuktoyaktuk,YUB,Tuktoyaktuk
Tula,TYA,Tula
Tulare,TLR,Tulare
Tulcan,TUA,Tulcan
Tulcea,TCE,Tulcea
Tullahoma,TUH,Arnold AFS
Tullahoma,THA,Northern
Tulsa,TUL,International
Tulsa,RVS,R.Lloyd Jones
Tulua,ULQ,Farfan
Tumaco,TCO,La Florida
Tumbes,TBP,Tumbes
Tumut,TUM,Tumut
Tunis,TUN,Carthage
Tupelo,TUP,Lemons Municipal
Turbat,TUK,Turbat
Turbo,TRB,Gonzalo
Turin,TRN,Sandro Pertini (caselle)
Turku,TKU,Turku
Tuscaloosa,TCL,Van De Graaf
Tuskegee,TGE,Sharpe Field
Tuticorin,TCR,Tuticorin
Tuxtla Gutierrez,TGZ,Llano San Juan
Tuy Hoa,TBB,Tuy Hoa
Twentynine Palms,TNP,Twentynine Palms
Twin Falls,TWF,City County
Tyler,TYR,Pounds Field
Tynda,TYD,Tynda
Tyumen,TJM,Tyumen
Tzaneen,LTA,Letaba
Uberaba,UBA,Uberaba
Uberlandia,UDI,Eduardo Gomes
Ubon Ratchathani,UBP,Muang Ubon
Udaipur,UDR,Dabok
Udine,UDN,Airfield
Udon Thani,UTH,Udon Thani
Ufa,UFA,Ufa
Uige,UGO,Uige
Ukhta,UCT,Ukhta
Ukiah,UKI,Ukiah
Ulaanbaatar,ULN,Buyant Uhaa
Ulaangom,ULO,Ulaangom
Ulanhot,HLH,Ulanhot
Ulsan,USN,Ulsan
Ulundi,ULD,Ulundi
Ulyanovsk,ULY,Ulyanovsk
Umba,UMC,Umba
Umea,UME,Umea
Umtata,UTT,Umtata
Union City,UCY,Everett-Stewart
Upington,UTN,Upington
Upland,CCB,Cable
Upland,JUP,Cable Heliport
Uranium City,YBE,Uranium City
Uruapan,UPN,Uruapan
Uruguaiana,URG,Ruben Berta
Urumqi,URC,Urumqi
Usak,USQ,Usak
Ushuaia,USH,Islas Malvinas
Usinsk,USK,Usinsk
Utica,UIZ,Berz-Macomb
Utica,UCA,Oneida County
Utica,ZUA,Utica NNY Rail
Uttaradit,UTR,Uttaradit
Uvalde,UVA,Garner Fld
Uzhgorod,UDJ,Uzhgorod
Uzice,UZC,Ponikve
Vaasa,VAA,Vaasa
Vadodara,BDQ,Vadodara
Valdez,VDZ,Municipal
Valdivia,ZAL,Pichoy
Valdosta,VAD,Moody AFB
Valdosta,VLD,Regional
Valenca,VAL,Valenca
Valencia,VLC,Valencia
Valencia,VLN,Valencia
Valera,VLV,Carvajal
Valladolid,VLL,Valladolid
Valledupar,VUP,Valledupar
Vallegrande,VAH,Vallegrande
Vallejo,VLO,Stolport
Vallenar,VLR,Vallenar
Valparaiso,VAP,Valparaiso
Valparaiso,EGI,Duke Field
Valparaiso,VPS,Ft. Walton Beach
Valparaiso,VPZ,Porter County
Van,VAN,Van
Vancouver,YDT,Boundary Bay
Vancouver,CXH,Coal Harbour
Vancouver,YVR,Vancouver Intl
Vancouver,XEA,Vancouver Rail Stn.
Vandalia,VLA,Vandalia
Varanasi,VNS,Varanasi
Varna,VAR,Varna
Vaxjo,VXO,Vaxjo
Vejle,VEJ,Vejle
Velikiye Luki,VLU,Velikiye Luki
Venice,VNC,Venice
Venice,VCE,Marco Polo
Venice,XVQ,Santa Lucia Rail
Treviso,TSF,Treviso
Veracruz,VER,Las Bajadas
Vermilion,YVG,Vermilion
Vernal,VEL,Vernal
Vernon,YVE,Vernon
Vero Beach,VRB,Municipal
Verona,VRN,Valerio Catullo
Verona,VBS,Brescia Montichiari
Verona,XIX,Porta Nuova Rail
Versailles,VRS,Versailles
Vichy,VHY,Charmeil
Vichy,VIH,Rolla National
Vicksburg,VKS,Vicksburg
Victoria,YYJ,Victoria International
Victoria,YWH,Victoria Inner Harbor
Victoria,ZIC,Victoria
Victoria,VTA,Victoria
Victoria,VCT,County-Foster
Victoria Falls,VFA,Victoria Falls
Victorville,VCV,George AFB
Vidalia,VDI,Municipal
Vidin,VID,Vidin
Viedma,VDM,Viedma
Vienna,XWC,Suedbahnhof Rail
Vienna,VDD,Vienna Danubepier Hov
Vienna,VIE,Schwechat International
Vienna,XWW,Westbahnhof Rail
Vientiane,VTE,Wattay
Vigo,VGO,Vigo
Vijayawada,VGA,Vijayawada
Vila Real,VRL,Vila Real
Vilanculos,VNX,Vilanculos
Vilhena,BVH,Vilhena
Villahermosa,VSA,Capitan Carlos Rovirosa
Villamontes,VLM,Villamontes
Villavicencio,VVC,La Vanguardia
Vilnius,VNO,Vilnius
Vina del Mar,KNA,Vina del Mar
Vincennes,OEA,Oneal
Vinh Long,XVL,Vinh Long
Virac,VRC,Virac
Visalia,VIS,Visalia
Visby,VBY,Visby
Viseu,VSE,Viseu
Vishakhapatnam,VTZ,Vishakhapatnam
Vitoria,VIX,Eurico Sales
Vladikavkaz,OGZ,Vladikavkaz
Vladivostok,VVO,Vladivostok
Voinjama,VOI,Voinjama
Volgodonsk,VLK,Volgodonsk
Volgograd,VOG,Volgograd
Vologda,VGD,Vologda
Volos,VOL,Nea Anchialos
Vorkuta,VKT,Vorkuta
Voronezh,VOZ,Voronezh
Vryburg,VRU,Vryburg
Vryheid,VYD,Vryheid
Vung Tau,VTG,Vung Tau
Waco,CNW,James Connall
Waco,ACT,Municipal
Wadi Halfa,WHF,Wadi Halfa
Wagga Wagga,WGA,Forrest Hill
Wahpeton,WAH,Wahpeton
Waingapu,WGP,Waingapu
Wajir,WJR,Wajir
Walla Walla,ALW,Walla Walla
Walnut Ridge,ARG,Walnut Ridge
Walterboro,RBW,Municipal
Waltham,WLM,Waltham
Walvis Bay,WVB,Rooikop
Wangaratta,WGT,Wangaratta
Wapakoneta,AXV,Neil Armstrong
Warangal,WGC,Warangal
Warrensburg,SZL,Whiteman AFB
Warri,QRW,Warri
Warrnambool,WMB,Warrnambool
Warsaw,WAW,Frederic Chopin
Warwick,WAZ,Warwick
Baltimore,BWI,Balt/wash International
Washington,BOF,Bolling AFB
Washington,BZS,Buzzards Pt S
Washington,ZRZ,New Carrolton RR
Washington,JPN,Pentagon Army
Washington,DCA,Ronald Reagan National
Leesburg,ZWU,Reagan National
Washington,OCW,Warren Field
Washington,WSG,County
Wasilla,WWA,Wasilla
Waterford,WAT,Waterford
Waterloo,ALO,Waterloo
Waterloo,WLO,Waterloo
Watertown,ART,Watertown
Watertown,ATY,Watertown
Waterville,WVL,Robert Lafleur
Watson Lake,YQH,Watson Lake
Watsonville,WVI,Watsonville
Waukegan,UGN,Memorial
Waukesha,UES,Waukesha
Wausau,CWA,Central Wisconsin
Wausau,AUW,Municipal
Wawa,YXZ,Wawa
Waycross,AYS,Ware County
Waynesburg,WAY,Green County
Weatherford,WEA,Parker County
Webster City,EBS,Municipal
Weifang,WEF,Weifang
Weihai,WEH,Weihai
Weipa,WEI,Weipa
Welkom,WEL,Welkom
Wellington,WLG,Wellington International
Wellsville,ELZ,Municipal
Wenatchee,EAT,Pangborn Field
Wenzhou,WNZ,Wenzhou
West Bend,ETB,West Bend
West Memphis,AWM,Municipal
West Palm Beach,PBI,International
West Palm Beach,LNA,Palm Beach County Park
West Point,KWP,Village SPB
Westfield,BAF,Barnes
Wexford,WEX,Castlebridge
Wharton,WHT,Wharton
Wheeling,HLG,Ohio County
Whitehorse,YXY,Whitehorse
Whitehouse,NEN,Olf Usn
Whyalla,WYA,Whyalla
Wiarton,YVV,Wiarton
Wichita,BEC,Beech
Wichita,CEA,Cessna Aircraft Field
Wichita,IAB,Mcconnell AFB
Wichita,ICT,Mid-Continent
Wichita Falls,KIP,Kickapoo
Wichita Falls,SPS,Sheppard AFB
Wick,WIC,Wick
Wiesbaden,WIE,Air Base
Wilcannia,WIO,Wilcannia
Wildwood,WWS,USAF Heliport
Wildwood,WWD,Cape May County
Wilkes-Barre,AVP,International
Wilkes-Barre,WBW,Wyoming Valle
Williams Lake,YWL,Williams Lake
Williamsburg,PHF,Newport News/Williamsb
Williamsport,IPT,Lycoming County
Williston,ISN,Sloulin Field Intl
Willmar,ILL,Willmar
Willoughby,LNN,Lost Nation
Willows,WLW,Glenn County
Wilmington,ILG,Greater Wilmington
Wilmington,ZWI,Wilmington Rail
Wilmington,ILM,New Hanover County
Wilmington,ILN,Clinton Field
Winchester,WGO,Municipal
Winder,WDR,Winder
Windhoek,ERS,Eros
Windhoek,ZWH,Railway Station
Windorah,WNR,Windorah
Windsor,YQG,Windsor
Winfield,WLD,Arkansas City
Winnemucca,WMC,Winnemucca
Winnipeg,YWG,Winnipeg
Winona,ONA,Municipal
Winslow,INW,Winslow
Winter Haven,GIF,Gilbert Field
Winter Park,QWP,Van Service
Winton,WIN,Winton
Wisconsin Rapids,ISW,Alexander Field
Witu,WIU,Witu
Woburn,WBN,Cummings Park
Wollongong,WOL,Wollongong
Wood River,WOD,Wood River
Woodward,WWR,West Woodward
Woomera,UMR,Woomera
Wooster,BJJ,Wayne County
Worcester,ORH,Worcester
Worland,WRL,Worland
Worthington,OTG,Worthington
Wroclaw,WRO,Strachowice
Wuhan,WUH,Wuhan
Wuhu,WHU,Wuhu
Wuxi,WUX,Wuxi
Wuzhou,WUZ,Changzhoudao
Wyndham,WYN,Wyndham
Xangongo,XGN,Xangongo
Xiamen,XMN,Xiamen
Xiangfan,XFN,Xiangfan
Xichang,XIC,Xichang
Xilinhot,XIL,Xilinhot
Xinguara,XIG,Municipal
Xingyi,ACX,Xingyi
Xining,XNN,Xining
Xuzhou,XUZ,Xuzhou
Yakima,FCT,Firing Center AAF
Yakima,YKM,Yakima Air Terminal
Yakutsk,YKS,Yakutsk
Yamagata,GAJ,Junmachi
Yancheng,YNZ,Yancheng
Yanji,YNJ,Yanji
Yankton,YKN,Chan Gurney
Yantai,YNT,Laishan
Yaounde,NSI,Nsimalen
Yaounde,YAO,Yaounde Airport
Yarmouth,YQI,Yarmouth
Yaroslavl,IAR,Yaroslavl
Yazd,AZD,Yazd
Ye,XYE,Ye
Yelimane,EYL,Yelimane
Yellowknife,YZF,Yellowknife
Yeosu,RSU,Yeosu
Yerevan,EVN,Yerevan
Yibin,YBP,Yibin
Yichang,YIH,Yichang
Yilan,YLN,Yilan
Yinchuan,INC,Yinchuan
Yining,YIN,Yining
Yogyakarta,JOG,Adisutjipto
Yokohama,YOK,Yokohama
Yola,YOL,Yola
York,THV,York
Yorkton,YQV,Yorkton
Yoro,ORO,Yoro
Young,NGA,Young
Youngstown,YNG,Youngstown
Yreka,RKC,Yreka
Yulin,UYN,Yulin
Yuma,YUM,International
Yuma,LGF,Laguna AAF
Zabljak,ZBK,Zabljak
Zabol,ACZ,Zabol A/P
Zacatecas,ZCL,La Calera
Zadar,ZAD,Zadar
Zagreb,ZAG,Pleso
Zahedan,ZAH,Zahedan
Zambezi,BBZ,Zambezi
Zamboanga,ZAM,Zamboanga
Zamora,ZMM,Zamora
Zanesville,ZZV,Zanesville
Zanjan,JWN,Zanjan
Zanzibar,ZNZ,Kisauni
Zapala,APZ,Zapala
Zaragoza,ZAZ,Zaragoza
